,index,total,discharge_count,expire_count,discharge_pp,expired_pp
10881,r subdural hematoma /change ms ,1,1.0,0.0,1.0,0.0
10882,perineal abscess,1,1.0,0.0,1.0,0.0
10883,plastics,1,1.0,0.0,1.0,0.0
10884,post op  n/v,1,1.0,0.0,1.0,0.0
10885,urinary retention/devic's,1,1.0,0.0,1.0,0.0
10886,n/v  abd pain,1,1.0,0.0,1.0,0.0
10887,"headache,confusion",1,1.0,0.0,1.0,0.0
10888,cough ,1,1.0,0.0,1.0,0.0
10889,scrotal abcess,1,1.0,0.0,1.0,0.0
10890,fall witnessed,1,1.0,0.0,1.0,0.0
10891,arm numbness/face tingling ,1,1.0,0.0,1.0,0.0
10892,uti worse,1,1.0,0.0,1.0,0.0
10893,left knee deformity,1,1.0,0.0,1.0,0.0
10894,scapula swelling,1,1.0,0.0,1.0,0.0
10895,?urinary retention,1,1.0,0.0,1.0,0.0
10896,wound eval left knee,1,1.0,0.0,1.0,0.0
10897,intermittant headache,1,1.0,0.0,1.0,0.0
10898,sob/prod cough,1,1.0,0.0,1.0,0.0
10899,?crohn's flare,1,1.0,0.0,1.0,0.0
10900,r hip dislocation/fx?,1,1.0,0.0,1.0,0.0
10901,redness/tenderness generator site,1,1.0,0.0,1.0,0.0
10902,lt pleural effusion,1,1.0,0.0,1.0,0.0
10903,stomach discomfort,1,1.0,0.0,1.0,0.0
10904,?artery occlusion,1,1.0,0.0,1.0,0.0
10905,+ l.p.,1,1.0,0.0,1.0,0.0
10906,l sciatic pain ,1,1.0,0.0,1.0,0.0
10907,skin redness,1,1.0,0.0,1.0,0.0
10908,broken jaw,1,1.0,0.0,1.0,0.0
10909,"""sleepy""",1,1.0,0.0,1.0,0.0
10910,intubated-tx,1,1.0,0.0,1.0,0.0
10911,abdominal pain/ vomiting,1,1.0,0.0,1.0,0.0
10912,l arm and neck pain ,1,1.0,0.0,1.0,0.0
10913,diaphragmaitic hernia,1,1.0,0.0,1.0,0.0
10914,fatigue/diarrhea and anemia,1,1.0,0.0,1.0,0.0
10915,n/v  x2 days,1,1.0,0.0,1.0,0.0
10916,drainage tube painful,1,1.0,0.0,1.0,0.0
10917,low h and h,1,1.0,0.0,1.0,0.0
10918,crush inj to abd,1,1.0,0.0,1.0,0.0
10919,splenic lacertation/mvc,1,1.0,0.0,1.0,0.0
10920,cold extremity,1,1.0,0.0,1.0,0.0
10921,overdose/intubated transfer,1,1.0,0.0,1.0,0.0
10922,r ankle wound,1,1.0,0.0,1.0,0.0
10923,left arm fistula problem,1,1.0,0.0,1.0,0.0
10924,oral lesions,1,1.0,0.0,1.0,0.0
10925,l cheek swelling,1,1.0,0.0,1.0,0.0
10926,hemmorroids,1,1.0,0.0,1.0,0.0
10927,positvie blood culture,1,1.0,0.0,1.0,0.0
10928,t-spine fx,1,1.0,0.0,1.0,0.0
10929,"back pain,arm eval",1,1.0,0.0,1.0,0.0
10930,foot infx,1,1.0,0.0,1.0,0.0
10931,for admit/?chemo,1,1.0,0.0,1.0,0.0
10932,etoh unable to ambulate,1,1.0,0.0,1.0,0.0
10933,infrarenal aneurysm,1,1.0,0.0,1.0,0.0
10934,not happy at re-hab/diarrhea,1,1.0,0.0,1.0,0.0
10935,s/p fall sz,1,1.0,0.0,1.0,0.0
10936,tired/blood transfusions,1,1.0,0.0,1.0,0.0
10937,abd pain x3 days/ vomiting,1,1.0,0.0,1.0,0.0
10938,"""chills""",1,1.0,0.0,1.0,0.0
10939,l arm numbness/tingling,1,1.0,0.0,1.0,0.0
10940,swelling redness right arm,1,1.0,0.0,1.0,0.0
10941,rt ankle edema,1,1.0,0.0,1.0,0.0
10942,syncope/cp,1,1.0,0.0,1.0,0.0
10943,s/p c-section,1,1.0,0.0,1.0,0.0
10944,"etoh,hypoglycemia",1,1.0,0.0,1.0,0.0
10945,w/drawing?,1,1.0,0.0,1.0,0.0
10946,?knee infx,1,1.0,0.0,1.0,0.0
10947,?unresponsive episode,1,1.0,0.0,1.0,0.0
10948,l l e  cellulitis,1,1.0,0.0,1.0,0.0
10949,diarrhea and vomitting,1,1.0,0.0,1.0,0.0
10950,weakness sob,1,1.0,0.0,1.0,0.0
10951,fever/low bp,1,1.0,0.0,1.0,0.0
10952,unsteady gait/ anemia,1,1.0,0.0,1.0,0.0
10953,chole,1,1.0,0.0,1.0,0.0
10954,"palpatations,sob",1,1.0,0.0,1.0,0.0
10955,nausea/hyperglycemia,1,1.0,0.0,1.0,0.0
10956,weakness/sob/abd pain/cough,1,1.0,0.0,1.0,0.0
10957,s/p port placement,1,1.0,0.0,1.0,0.0
10958,nausea/hypoxic on ra,1,1.0,0.0,1.0,0.0
10959,r thigh exp hematoma,1,1.0,0.0,1.0,0.0
10960,r hand numbness resolved,1,1.0,0.0,1.0,0.0
10961,right leg pain/cp,1,1.0,0.0,1.0,0.0
10962,right calf infection,1,1.0,0.0,1.0,0.0
10963,intubated epistaxis,1,1.0,0.0,1.0,0.0
10964,pe/anemia,1,1.0,0.0,1.0,0.0
10965,severe back pain,1,1.0,0.0,1.0,0.0
10966,lt. sided weakness,1,1.0,0.0,1.0,0.0
10967,carotid aneursym,1,1.0,0.0,1.0,0.0
10968,fever w/ h/a,1,1.0,0.0,1.0,0.0
10969,doe/weak/nausea,1,1.0,0.0,1.0,0.0
10970,feels sluggish,1,1.0,0.0,1.0,0.0
10971,left cw tightness,1,1.0,0.0,1.0,0.0
10972,8# weight gain,1,1.0,0.0,1.0,0.0
10973,abd pain / fever,1,1.0,0.0,1.0,0.0
10974,sore ribs,1,1.0,0.0,1.0,0.0
10975,r knee pain/swelling/dyspnea,1,1.0,0.0,1.0,0.0
10976,hypoglycemia/cp,1,1.0,0.0,1.0,0.0
10977,intuabted,1,1.0,0.0,1.0,0.0
10978,feet oozing,1,1.0,0.0,1.0,0.0
10979,aortic aneuysm,1,1.0,0.0,1.0,0.0
10980,r le swelling,1,1.0,0.0,1.0,0.0
10981,diarrhea/neutropenia,1,1.0,0.0,1.0,0.0
10982,?hematemesis,1,1.0,0.0,1.0,0.0
10983,rectal bleeding/urinary retention,1,1.0,0.0,1.0,0.0
10984,rpa transfer,1,1.0,0.0,1.0,0.0
10985,lethargy/ms changes,1,1.0,0.0,1.0,0.0
10986,eu critical/transfer ___ s/p fall,1,1.0,0.0,1.0,0.0
10987,abd pain/free air,1,1.0,0.0,1.0,0.0
10988,referral to service,1,1.0,0.0,1.0,0.0
10989,diarhea with blood,1,1.0,0.0,1.0,0.0
10990,hands/feet tingling,1,1.0,0.0,1.0,0.0
10991,/ withdrawal,1,1.0,0.0,1.0,0.0
10992,transfer sdh,1,1.0,0.0,1.0,0.0
10993,incision redness,1,1.0,0.0,1.0,0.0
10994,"abd pain,distension",1,1.0,0.0,1.0,0.0
10995,chp,1,1.0,0.0,1.0,0.0
10996,call back abnl mri,1,1.0,0.0,1.0,0.0
10997,pd cath infection,1,1.0,0.0,1.0,0.0
10998,left foot discoloration,1,1.0,0.0,1.0,0.0
10999,transfer-cva,1,1.0,0.0,1.0,0.0
11000,upper gib,1,1.0,0.0,1.0,0.0
11001,hct,1,1.0,0.0,1.0,0.0
11002,right leg weakness/incontinence,1,1.0,0.0,1.0,0.0
11003,double vision ,1,1.0,0.0,1.0,0.0
11004,r  posterior hemmorhage,1,1.0,0.0,1.0,0.0
11005,difficulty focusing,1,1.0,0.0,1.0,0.0
11006,ha dizzy,1,1.0,0.0,1.0,0.0
11007,spine infection?,1,1.0,0.0,1.0,0.0
11008,echymosis,1,1.0,0.0,1.0,0.0
11009,gastric mass,1,1.0,0.0,1.0,0.0
11010,leaking aneurysm,1,1.0,0.0,1.0,0.0
11011,high sodium,1,1.0,0.0,1.0,0.0
11012,abd pain/rectal bleeding,1,1.0,0.0,1.0,0.0
11013,r sided head bleed,1,1.0,0.0,1.0,0.0
11014,brbp ostomy,1,1.0,0.0,1.0,0.0
11015,dairrhea with spots of blood.,1,1.0,0.0,1.0,0.0
11016,sob/cellulitis,1,1.0,0.0,1.0,0.0
11017,"vomiting,fever",1,1.0,0.0,1.0,0.0
11018,abnl blood value,1,1.0,0.0,1.0,0.0
11019,r knee swelling/pain,1,1.0,0.0,1.0,0.0
11020,facial paralysis,1,1.0,0.0,1.0,0.0
11021,l arm abscess,1,1.0,0.0,1.0,0.0
11022,large scrotum,1,1.0,0.0,1.0,0.0
11023,reported htn,1,1.0,0.0,1.0,0.0
11024,fistula evaluation,1,1.0,0.0,1.0,0.0
11025,uncomfortable foley,1,1.0,0.0,1.0,0.0
11026,ileitis,1,1.0,0.0,1.0,0.0
11027,peg tube eval,1,1.0,0.0,1.0,0.0
11028,fever/tachycardic,1,1.0,0.0,1.0,0.0
11029,stress response,1,1.0,0.0,1.0,0.0
11030,clogged g tube,1,1.0,0.0,1.0,0.0
11031,difficulty eating,1,1.0,0.0,1.0,0.0
11032,___ ___/p head strike sunday,1,1.0,0.0,1.0,0.0
11033,scrotal mass,1,1.0,0.0,1.0,0.0
11034,trach plug,1,1.0,0.0,1.0,0.0
11035,h.i.,1,1.0,0.0,1.0,0.0
11036,thrombosis,1,1.0,0.0,1.0,0.0
11037,seizures non stop,1,1.0,0.0,1.0,0.0
11038,trouble walking/cp,1,1.0,0.0,1.0,0.0
11039,high inr/bleeding foot,1,1.0,0.0,1.0,0.0
11040,sepsis hypotension,1,1.0,0.0,1.0,0.0
11041,heroin detox,1,1.0,0.0,1.0,0.0
11042,dizzy..,1,1.0,0.0,1.0,0.0
11043,dizzy x 3 weeks,1,1.0,0.0,1.0,0.0
11044,right foot numbness,1,1.0,0.0,1.0,0.0
11045,l2 compression fx,1,1.0,0.0,1.0,0.0
11046,n/v/d x3days,1,1.0,0.0,1.0,0.0
11047,r  chest pain,1,1.0,0.0,1.0,0.0
11048,l carotid dissection,1,1.0,0.0,1.0,0.0
11049,n/v dizzy,1,1.0,0.0,1.0,0.0
11050,tired & weak,1,1.0,0.0,1.0,0.0
11051,h/a x 5 days,1,1.0,0.0,1.0,0.0
11052,? seizure activity.,1,1.0,0.0,1.0,0.0
11053,best re-eval,1,1.0,0.0,1.0,0.0
11054,"""___"" intoxication",1,1.0,0.0,1.0,0.0
11055,forehead hematom/laceration,1,1.0,0.0,1.0,0.0
11056,aspiration pna,1,1.0,0.0,1.0,0.0
11057,difficulty swallowing tx,1,1.0,0.0,1.0,0.0
11058,bilateral ankle swelling,1,1.0,0.0,1.0,0.0
11059,signficant poison ___,1,1.0,0.0,1.0,0.0
11060,foot degloving injury,1,1.0,0.0,1.0,0.0
11061,n/v bradycardia resolved,1,1.0,0.0,1.0,0.0
11062,s/p fall multiple iph,1,1.0,0.0,1.0,0.0
11063,abnormal ct ,1,1.0,0.0,1.0,0.0
11064,assault/multiple facial fractures,1,1.0,0.0,1.0,0.0
11065,abd pain/transfer,1,1.0,0.0,1.0,0.0
11066,subdural transfer,1,1.0,0.0,1.0,0.0
11067,heart burn,1,1.0,0.0,1.0,0.0
11068,weakness x 2 weeks,1,1.0,0.0,1.0,0.0
11069,stab to back,1,1.0,0.0,1.0,0.0
11070,r/o sepsis.,1,1.0,0.0,1.0,0.0
11071,memory lapse,1,1.0,0.0,1.0,0.0
11072,lower abdominal/lower back pain,1,1.0,0.0,1.0,0.0
11073,r flank pain/nausea,1,1.0,0.0,1.0,0.0
11074,detoxing,1,1.0,0.0,1.0,0.0
11075,l thigh laceration,1,1.0,0.0,1.0,0.0
11076,gi blled,1,1.0,0.0,1.0,0.0
11077,rectal bleeding-transfer,1,1.0,0.0,1.0,0.0
11078,h/a/r leg numb,1,1.0,0.0,1.0,0.0
11079,n/v/back pain,1,1.0,0.0,1.0,0.0
11080,epilespy,1,1.0,0.0,1.0,0.0
11081,right leg abcess,1,1.0,0.0,1.0,0.0
11082,abd  pain  n/v,1,1.0,0.0,1.0,0.0
11083,seizures/looks ill,1,1.0,0.0,1.0,0.0
11084,possible head bleed,1,1.0,0.0,1.0,0.0
11085,r neck mass,1,1.0,0.0,1.0,0.0
11086,bleeding lle,1,1.0,0.0,1.0,0.0
11087,body itching,1,1.0,0.0,1.0,0.0
11088,spitting blood,1,1.0,0.0,1.0,0.0
11089,skull fx-intubated,1,1.0,0.0,1.0,0.0
11090,arm/leg weakness,1,1.0,0.0,1.0,0.0
11091,mutiple fx,1,1.0,0.0,1.0,0.0
11092,l leg ulcers,1,1.0,0.0,1.0,0.0
11093,lbp/left knee pain,1,1.0,0.0,1.0,0.0
11094,c/p r/o p.e,1,1.0,0.0,1.0,0.0
11095,eu critical /gsw,1,1.0,0.0,1.0,0.0
11096,head fullness with memory loss,1,1.0,0.0,1.0,0.0
11097,cardiac eval transfer.,1,1.0,0.0,1.0,0.0
11098,fall 20 feet,1,1.0,0.0,1.0,0.0
11099,"mvc,gcs3 intubated",1,1.0,0.0,1.0,0.0
11100,near syncope/dizzy,1,1.0,0.0,1.0,0.0
11101,esophageal spasms,1,1.0,0.0,1.0,0.0
11102,"dizziness,weakness",1,1.0,0.0,1.0,0.0
11103,body edema/r sided abd /r rib area pain,1,1.0,0.0,1.0,0.0
11104,left hip deformity,1,1.0,0.0,1.0,0.0
11105,dizziness falling,1,1.0,0.0,1.0,0.0
11106,s/p?hypoxia,1,1.0,0.0,1.0,0.0
11107,sob s/p cp,1,1.0,0.0,1.0,0.0
11108,esoph perforation,1,1.0,0.0,1.0,0.0
11109,pain r leg,1,1.0,0.0,1.0,0.0
11110,breat abcess,1,1.0,0.0,1.0,0.0
11111, pna ___,1,1.0,0.0,1.0,0.0
11112,admit l heel cellulitis,1,1.0,0.0,1.0,0.0
11113,epigastric pain/gallstones,1,1.0,0.0,1.0,0.0
11114,?withdrawel from ___,1,1.0,0.0,1.0,0.0
11115,difficulty ambulating ,1,1.0,0.0,1.0,0.0
11116,transfer mvc,1,1.0,0.0,1.0,0.0
11117,pancreas mass,1,1.0,0.0,1.0,0.0
11118,open wound/afib ,1,1.0,0.0,1.0,0.0
11119,blocked peg tube,1,1.0,0.0,1.0,0.0
11120,bleeding picc line,1,1.0,0.0,1.0,0.0
11121,abd pain & vomiting,1,1.0,0.0,1.0,0.0
11122,low ostomy output,1,1.0,0.0,1.0,0.0
11123,gynecomastia,1,1.0,0.0,1.0,0.0
11124,visual field deficit,1,1.0,0.0,1.0,0.0
11125,?etoh withdrawal,1,1.0,0.0,1.0,0.0
11126,l arm weakness worse,1,1.0,0.0,1.0,0.0
11127,headache + mri,1,1.0,0.0,1.0,0.0
11128,post op infections,1,1.0,0.0,1.0,0.0
11129,cellulitis/mrsa,1,1.0,0.0,1.0,0.0
11130,left thigh/hip pain,1,1.0,0.0,1.0,0.0
11131,incontinent s/p back injury,1,1.0,0.0,1.0,0.0
11132,jtube dislodged,1,1.0,0.0,1.0,0.0
11133,someone is trying to kill me,1,1.0,0.0,1.0,0.0
11134,sbo??,1,1.0,0.0,1.0,0.0
11135,here for admission,1,1.0,0.0,1.0,0.0
11136,facial swelling/ecchymosis,1,1.0,0.0,1.0,0.0
11137,refusing rehab,1,1.0,0.0,1.0,0.0
11138,? picc line dislodged,1,1.0,0.0,1.0,0.0
11139,elevated co2,1,1.0,0.0,1.0,0.0
11140,back pain neck pain,1,1.0,0.0,1.0,0.0
11141,left lower leg pain,1,1.0,0.0,1.0,0.0
11142,unable to do pd dialysis,1,1.0,0.0,1.0,0.0
11143,r/o wound infx,1,1.0,0.0,1.0,0.0
11144,fever/cp/gall bladder pain,1,1.0,0.0,1.0,0.0
11145,fall-intubated,1,1.0,0.0,1.0,0.0
11146,l buttock pain,1,1.0,0.0,1.0,0.0
11147,delirium d/t hypoxia,1,1.0,0.0,1.0,0.0
11148,left facial,1,1.0,0.0,1.0,0.0
11149,requesting ct,1,1.0,0.0,1.0,0.0
11150,facial erythema/edema,1,1.0,0.0,1.0,0.0
11151,violent behavior,1,1.0,0.0,1.0,0.0
11152,change in vision,1,1.0,0.0,1.0,0.0
11153,back pain/chest pain,1,1.0,0.0,1.0,0.0
11154,right wrist fx,1,1.0,0.0,1.0,0.0
11155,abdominal pain / sob,1,1.0,0.0,1.0,0.0
11156,r eye pain/swelling,1,1.0,0.0,1.0,0.0
11157,bleeding hd cath,1,1.0,0.0,1.0,0.0
11158,raf/gi bleed,1,1.0,0.0,1.0,0.0
11159,right sided abdominal/back pain,1,1.0,0.0,1.0,0.0
11160,hand/foot pain,1,1.0,0.0,1.0,0.0
11161,low blood count,1,1.0,0.0,1.0,0.0
11162,s/p unresponsive ,1,1.0,0.0,1.0,0.0
11163, multiple falls,1,1.0,0.0,1.0,0.0
11164,right upper arm swelling,1,1.0,0.0,1.0,0.0
11165,pe's-transfer,1,1.0,0.0,1.0,0.0
11166,slurred speech /r sided weakness,1,1.0,0.0,1.0,0.0
11167,hyperthermia,1,1.0,0.0,1.0,0.0
11168,stemi/gib,1,1.0,0.0,1.0,0.0
11169,l hip re fx,1,1.0,0.0,1.0,0.0
11170,abd pain/postpardum,1,1.0,0.0,1.0,0.0
11171,fall head lac,1,1.0,0.0,1.0,0.0
11172,saddle anesthesia/back pain,1,1.0,0.0,1.0,0.0
11173,int fever,1,1.0,0.0,1.0,0.0
11174,for angio,1,1.0,0.0,1.0,0.0
11175,left ankle deformity/?open fx,1,1.0,0.0,1.0,0.0
11176,right side numbness resolved,1,1.0,0.0,1.0,0.0
11177,elevated wbc increased right leg pain,1,1.0,0.0,1.0,0.0
11178,renal obstruction,1,1.0,0.0,1.0,0.0
11179,painful swollen joints,1,1.0,0.0,1.0,0.0
11180,bite rt.wrist,1,1.0,0.0,1.0,0.0
11181,periorbital redness,1,1.0,0.0,1.0,0.0
11182,black stool/abdominal pain,1,1.0,0.0,1.0,0.0
11183,dvt-r/o pe,1,1.0,0.0,1.0,0.0
11184,slit wrist si,1,1.0,0.0,1.0,0.0
11185,r distal femur spiral fracture,1,1.0,0.0,1.0,0.0
11186,freq falls/rib pain,1,1.0,0.0,1.0,0.0
11187,feels winded,1,1.0,0.0,1.0,0.0
11188,"l back,flank pain",1,1.0,0.0,1.0,0.0
11189,voice change,1,1.0,0.0,1.0,0.0
11190,intermittant cp,1,1.0,0.0,1.0,0.0
11191,sob & shoulder pain,1,1.0,0.0,1.0,0.0
11192,blood from trach,1,1.0,0.0,1.0,0.0
11193,dyspnea/ gen weakness/facial numbness,1,1.0,0.0,1.0,0.0
11194,rigth flank pain,1,1.0,0.0,1.0,0.0
11195,rt foot infection with fevers,1,1.0,0.0,1.0,0.0
11196,dyspena,1,1.0,0.0,1.0,0.0
11197,spine pain ,1,1.0,0.0,1.0,0.0
11198,post op fever/pain,1,1.0,0.0,1.0,0.0
11199,right eye swelling,1,1.0,0.0,1.0,0.0
11200,l sided numbness and tingling,1,1.0,0.0,1.0,0.0
11201,bicyclist vs truck,1,1.0,0.0,1.0,0.0
11202,gen weakness/pain,1,1.0,0.0,1.0,0.0
11203,auditory hallicuations,1,1.0,0.0,1.0,0.0
11204,catheter replacement,1,1.0,0.0,1.0,0.0
11205,+bld cx's,1,1.0,0.0,1.0,0.0
11206,s/p fall rle injury,1,1.0,0.0,1.0,0.0
11207,mass at t4-t5,1,1.0,0.0,1.0,0.0
11208,hemopneumothorax,1,1.0,0.0,1.0,0.0
11209,for lp,1,1.0,0.0,1.0,0.0
11210,fall from tree/ pt intubated,1,1.0,0.0,1.0,0.0
11211,irreg bm ,1,1.0,0.0,1.0,0.0
11212,r foot and leg swelling,1,1.0,0.0,1.0,0.0
11213,od/?si,1,1.0,0.0,1.0,0.0
11214,? blood transfusion   low hct,1,1.0,0.0,1.0,0.0
11215,right thoracic pain,1,1.0,0.0,1.0,0.0
11216,"fever,backpain",1,1.0,0.0,1.0,0.0
11217,spine injury,1,1.0,0.0,1.0,0.0
11218,delirium/preg,1,1.0,0.0,1.0,0.0
11219,fever/abcess,1,1.0,0.0,1.0,0.0
11220,change in mental state,1,1.0,0.0,1.0,0.0
11221,left ear infection,1,1.0,0.0,1.0,0.0
11222,n/v/syncope,1,1.0,0.0,1.0,0.0
11223,s/p fall from 5th floor,1,1.0,0.0,1.0,0.0
11224,left le dvt,1,1.0,0.0,1.0,0.0
11225,aphasic/hypoglycemia,1,1.0,0.0,1.0,0.0
11226,?ct results,1,1.0,0.0,1.0,0.0
11227,left hand eval,1,1.0,0.0,1.0,0.0
11228,hypotension?,1,1.0,0.0,1.0,0.0
11229,syncope-unwitnessed,1,1.0,0.0,1.0,0.0
11230,diarhea/abd pain,1,1.0,0.0,1.0,0.0
11231,vision loss x 1 day,1,1.0,0.0,1.0,0.0
11232,tingling hands feet and mouth,1,1.0,0.0,1.0,0.0
11233,ha w/ head bleed,1,1.0,0.0,1.0,0.0
11234,urinary retention/constipation,1,1.0,0.0,1.0,0.0
11235,eu critical/ fall,1,1.0,0.0,1.0,0.0
11236,jaw/facial pain,1,1.0,0.0,1.0,0.0
11237,s/p fallright leg fx,1,1.0,0.0,1.0,0.0
11238,dyspnea.,1,1.0,0.0,1.0,0.0
11239,l elbow swelling,1,1.0,0.0,1.0,0.0
11240,pregnant bleeding,1,1.0,0.0,1.0,0.0
11241,fever and sob,1,1.0,0.0,1.0,0.0
11242,lower extremity rash,1,1.0,0.0,1.0,0.0
11243,abd pain /blood in stool,1,1.0,0.0,1.0,0.0
11244,hip pain/unable to walk,1,1.0,0.0,1.0,0.0
11245,femoral clot,1,1.0,0.0,1.0,0.0
11246,r leg pain/swelling,1,1.0,0.0,1.0,0.0
11247,anxiety/paranoia,1,1.0,0.0,1.0,0.0
11248,abd pain/htn,1,1.0,0.0,1.0,0.0
11249,+etoh/malnutrition,1,1.0,0.0,1.0,0.0
11250,pneumonia on cpap,1,1.0,0.0,1.0,0.0
11251,dark stool/sob,1,1.0,0.0,1.0,0.0
11252,tib fib fracture,1,1.0,0.0,1.0,0.0
11253,s/p dog bite,1,1.0,0.0,1.0,0.0
11254,mass on ct,1,1.0,0.0,1.0,0.0
11255,fistula blockage,1,1.0,0.0,1.0,0.0
11256,"collapsed lung,call back",1,1.0,0.0,1.0,0.0
11257,finger numbness,1,1.0,0.0,1.0,0.0
11258,abnormal labs/purging,1,1.0,0.0,1.0,0.0
11259,abnormal chemistry,1,1.0,0.0,1.0,0.0
11260,s/p fall from height,1,1.0,0.0,1.0,0.0
11261,n/v- lbp,1,1.0,0.0,1.0,0.0
11262,left shoulder/clavicle pain,1,1.0,0.0,1.0,0.0
11263,left toe redness,1,1.0,0.0,1.0,0.0
11264,cough/cp/sob,1,1.0,0.0,1.0,0.0
11265,l flank pian,1,1.0,0.0,1.0,0.0
11266,concern for aaa,1,1.0,0.0,1.0,0.0
11267,crush unjury,1,1.0,0.0,1.0,0.0
11268,left wrist pain post op,1,1.0,0.0,1.0,0.0
11269,fever/diarrhea,1,1.0,0.0,1.0,0.0
11270,dvt's,1,1.0,0.0,1.0,0.0
11271,ejection,1,1.0,0.0,1.0,0.0
11272,seizure-intubated,1,1.0,0.0,1.0,0.0
11273,sternal wound eval,1,1.0,0.0,1.0,0.0
11274,fractures,1,1.0,0.0,1.0,0.0
11275,s/p sync,1,1.0,0.0,1.0,0.0
11276,cp /sob,1,1.0,0.0,1.0,0.0
11277,maxillary sinus fx,1,1.0,0.0,1.0,0.0
11278,l toe ulcer,1,1.0,0.0,1.0,0.0
11279,abd pain resolved,1,1.0,0.0,1.0,0.0
11280,sob/abnl ct,1,1.0,0.0,1.0,0.0
11281,clav fx,1,1.0,0.0,1.0,0.0
11282,"nausea,vomiting",1,1.0,0.0,1.0,0.0
11283,abd pain  s/p ercp,1,1.0,0.0,1.0,0.0
11284,stab,1,1.0,0.0,1.0,0.0
11285,m/s  changes,1,1.0,0.0,1.0,0.0
11286,rlq pain /transfer,1,1.0,0.0,1.0,0.0
11287,high speed mvc,1,1.0,0.0,1.0,0.0
11288,+ chills,1,1.0,0.0,1.0,0.0
11289,left arm numbness/tingling,1,1.0,0.0,1.0,0.0
11290,hepatic abcesses,1,1.0,0.0,1.0,0.0
11291,cellulitis breast,1,1.0,0.0,1.0,0.0
11292,elevated bnp,1,1.0,0.0,1.0,0.0
11293,abd pain/gyn eval,1,1.0,0.0,1.0,0.0
11294,l testicle pain,1,1.0,0.0,1.0,0.0
11295,"febrile ,cough",1,1.0,0.0,1.0,0.0
11296,worsening kidney infection,1,1.0,0.0,1.0,0.0
11297,low back pain transfer,1,1.0,0.0,1.0,0.0
11298,intubated-abd,1,1.0,0.0,1.0,0.0
11299,aneurysm/ha/double vision,1,1.0,0.0,1.0,0.0
11300,"l leg cellulitis,fever",1,1.0,0.0,1.0,0.0
11301,left fistula erythema and blister,1,1.0,0.0,1.0,0.0
11302,l sided paresthesias,1,1.0,0.0,1.0,0.0
11303,known aortic arch aneurysm,1,1.0,0.0,1.0,0.0
11304,ascites/increased amonia level,1,1.0,0.0,1.0,0.0
11305,intermittant ha/dizziness x months,1,1.0,0.0,1.0,0.0
11306,buttock laceration,1,1.0,0.0,1.0,0.0
11307,l sided abd pain/od,1,1.0,0.0,1.0,0.0
11308,tachycardic  ___ transfer,1,1.0,0.0,1.0,0.0
11309,jump/fall,1,1.0,0.0,1.0,0.0
11310,arm tremors,1,1.0,0.0,1.0,0.0
11311,family dispute,1,1.0,0.0,1.0,0.0
11312,s/p arguement,1,1.0,0.0,1.0,0.0
11313,weeakness/nausea,1,1.0,0.0,1.0,0.0
11314,lung mets,1,1.0,0.0,1.0,0.0
11315,bicyclist fall,1,1.0,0.0,1.0,0.0
11316,b eye eval,1,1.0,0.0,1.0,0.0
11317,abd pain/ ? sbo,1,1.0,0.0,1.0,0.0
11318,tib fib ___ ___ le,1,1.0,0.0,1.0,0.0
11319,finger swelling s/p dog bite,1,1.0,0.0,1.0,0.0
11320,tkr,1,1.0,0.0,1.0,0.0
11321,sob s/p cabg,1,1.0,0.0,1.0,0.0
11322,vaginal drainage,1,1.0,0.0,1.0,0.0
11323,intermittent fevers,1,1.0,0.0,1.0,0.0
11324,nstemi/lgib,1,1.0,0.0,1.0,0.0
11325,blood in ileostomy,1,1.0,0.0,1.0,0.0
11326,facial numbness/confusion,1,1.0,0.0,1.0,0.0
11327,s/p mvc   c/p,1,1.0,0.0,1.0,0.0
11328,vomiting/divertic,1,1.0,0.0,1.0,0.0
11329,g-tube prob/?sepsis/nausea,1,1.0,0.0,1.0,0.0
11330,si/hallucinations,1,1.0,0.0,1.0,0.0
11331,elevated hr,1,1.0,0.0,1.0,0.0
11332,pm eval,1,1.0,0.0,1.0,0.0
11333,dissection/transfer,1,1.0,0.0,1.0,0.0
11334,r/o infection dialysis fistula,1,1.0,0.0,1.0,0.0
11335,etoh/hostile,1,1.0,0.0,1.0,0.0
11336,weakness/decreased po,1,1.0,0.0,1.0,0.0
11337,s/-p fall,1,1.0,0.0,1.0,0.0
11338,fatigue/lightheadedness,1,1.0,0.0,1.0,0.0
11339,s/p thoracethesis ___,1,1.0,0.0,1.0,0.0
11340,sat eval,1,1.0,0.0,1.0,0.0
11341,temporal bleed,1,1.0,0.0,1.0,0.0
11342,rt facial pain,1,1.0,0.0,1.0,0.0
11343,transfer leakage from wound site,1,1.0,0.0,1.0,0.0
11344,needs picc,1,1.0,0.0,1.0,0.0
11345,abd pain/ercp,1,1.0,0.0,1.0,0.0
11346,kigh k/l arm pain,1,1.0,0.0,1.0,0.0
11347,2,1,1.0,0.0,1.0,0.0
11348,leaking tripple a,1,1.0,0.0,1.0,0.0
11349,ekg changes/l arm pain,1,1.0,0.0,1.0,0.0
11350,"abd pain,dizzy",1,1.0,0.0,1.0,0.0
11351,r side abd pain,1,1.0,0.0,1.0,0.0
11352,stridor/dyspnea,1,1.0,0.0,1.0,0.0
11353,left snf ama,1,1.0,0.0,1.0,0.0
11354,? si,1,1.0,0.0,1.0,0.0
